iter	RMSE
194	569.3376149
195	569.2468346
196	569.1241721
197	569.0138875
198	568.9385101
199	568.854522
200	568.7720361
201	568.70198
202	568.6007132
203	568.4360558
204	568.3294111
205	568.2384916
206	568.1324909
207	568.0692125
208	567.9537428
209	567.8756633
210	567.8107114
211	567.7607298
212	567.681841
213	567.6214519
214	567.5660252
215	567.3806221
216	567.320988
217	567.1812203
218	567.1002266
219	567.035879
220	566.9669524
221	566.8897398
222	566.8051917
223	566.7111965
224	566.6252069
225	566.5250606
226	566.47965
227	566.3704054
228	566.2831727
229	566.1907139
230	566.0663826
231	565.9241376
232	565.7481358
233	565.6281229
234	565.576679
235	565.5115483
236	565.3899168
237	565.3150322
238	565.2301377
239	565.1060015
240	565.0099711
241	564.8677377
242	564.7794787
243	564.6796195
244	564.5666651
245	564.4175816
246	564.3420211
247	564.2256878
248	564.1468876
249	564.1024487
250	564.021213
251	563.9495007
252	563.897873
253	563.7986702
254	563.7348009
255	563.6942238
256	563.585788
257	563.5219329
258	563.4658703
259	563.3815294
260	563.3618966
261	563.3238296
262	563.2474209
263	563.1848854
264	563.1285058
265	563.0025083
266	562.9646368
267	562.9158777
268	562.8679209
269	562.8075612
270	562.7942278
271	562.7785308
272	562.714386
273	562.6664647
274	562.6063868
275	562.4745964
276	562.3883457
277	562.3382922
278	562.2768263
279	562.2072023
280	562.1609421
281	562.0516669
282	561.9743683
283	561.8844368
284	561.8352816
285	561.8025636
286	561.7418813
287	561.646024
288	561.5394614
289	561.4531018
290	561.3641466
291	561.2968507
292	561.2269107
293	561.1157417
294	561.0291449
295	560.9594112
296	560.8844287
297	560.7846875
298	560.7145329
299	560.6155946
300	560.59111
301	560.4765892
302	560.372983
303	560.359776
304	560.267029
305	560.208469
306	560.1070238
307	559.9615126
308	559.8854009
309	559.8006605
310	559.6750068
311	559.5619652
312	559.4932172
313	559.4241674
314	559.4106517
315	559.3505939
316	559.210895
317	559.0927092
318	559.0489135
319	558.9959249
320	558.9663573
321	558.9134232
322	558.8504726
323	558.7933936
324	558.7347872
325	558.6515642
326	558.5874642
327	558.5205146
328	558.4863661
329	558.4204034
330	558.3312977
331	558.2387484
332	558.2229122
333	558.1850548
334	558.1434707
335	558.0882168
336	558.0441704
337	557.9562496
338	557.8862424
339	557.8137504
340	557.7783287
341	557.6945453
342	557.6262557
343	557.5376898
344	557.4867627
345	557.3828096
346	557.3285706
347	557.2813749
348	557.2322509
349	557.1694556
350	557.1278488
351	557.0570782
352	556.9339938
353	556.8574409
354	556.786658
355	556.7465608
356	556.6423349
357	556.6300868
358	556.6049573
359	556.526929
360	556.4561025
361	556.3719419
362	556.3125469
363	556.2579989
364	556.1680134
365	556.1225931
366	556.0277661
367	555.9861363
368	555.9421126
369	555.8637016
370	555.7923867
371	555.7442331
372	555.7361188
373	555.6792623
374	555.6277308
375	555.5696637
376	555.5148058
377	555.467836
378	555.4162113
379	555.3726038
380	555.3058211
381	555.2272467
382	555.1928484
383	555.1527917
384	555.0929205
385	554.9639294
386	554.9036373
387	554.8792309
388	554.8188755
389	554.7464368
390	554.694755
391	554.6065732
392	554.5078942
393	554.4691046
394	554.4239292
395	554.3471447
396	554.2994962
397	554.1726777
398	554.140976
399	554.0897185
400	554.0492149
401	553.9737231
402	553.9583127
403	553.943984
404	553.8868897
405	553.8342977
406	553.7746696
407	553.7356803
408	553.620193
409	553.5875245
410	553.5581693
411	553.509672
412	553.4722683
413	553.4590977
414	553.3377599
415	553.2886874
416	553.2569713
417	553.2499192
418	553.2208625
419	553.1569988
420	553.0501365
421	553.0105503
422	552.9446076
423	552.862173
424	552.8505381
425	552.802366
426	552.7435129
427	552.6675815
428	552.5763779
429	552.5091967
430	552.4679574
431	552.4204913
432	552.3396822
433	552.3021933
434	552.275406
435	552.2265861
436	552.1723774
437	552.1172544
438	552.0849156
439	552.048512
440	552.0157547
441	552.0010921
442	551.9636932
443	551.8940978
444	551.861186
445	551.8207272
446	551.7969243
447	551.7223821
448	551.6806518
449	551.6268186
450	551.5226167
451	551.4979023
452	551.4641053
453	551.3858249
454	551.3534076
455	551.2324792
456	551.1871226
457	551.1593267
458	551.1173683
459	551.0725303
460	551.0043055
461	550.9624376
462	550.9546165
463	550.9271429
464	550.889989
465	550.8218174
466	550.796584
467	550.7297727
468	550.681428
469	550.6367416
470	550.6126936
471	550.5685677
472	550.5448299
473	550.4825528
474	550.4114448
475	550.3847341
476	550.3744382
477	550.3434465
478	550.3316566
479	550.2261258
480	550.1720743
481	550.1135651
482	550.0765233
483	550.0480056
484	549.9906639
485	549.935789
486	549.905049
487	549.8560182
488	549.7737879
489	549.7131735
490	549.5813139
491	549.5398707
492	549.509766
493	549.4737782
494	549.4510697
495	549.3965602
496	549.3900828
497	549.3262895
498	549.2697868
499	549.1991395
500	549.1888869
501	549.0691692
502	549.0078254
503	548.931979
504	548.8940164
505	548.8275779
506	548.7946056
507	548.7330458
508	548.6837025
509	548.6142443
510	548.6130717
511	548.5673654
512	548.516071
513	548.514997
514	548.5045089
515	548.4288044
516	548.363148
517	548.3265399
518	548.3028481
519	548.2986564
520	548.2405756
521	548.1920703
522	548.1658461
523	548.1474056
524	548.0878514
525	548.0624605
526	548.0060187
527	547.9593042
528	547.8931394
529	547.8618431
530	547.8542343
531	547.8023202
532	547.7935924
533	547.7925037
534	547.7874079
535	547.7779564
536	547.7586102
537	547.7380971
538	547.6659131
539	547.6251452
540	547.5798908
541	547.5118849
542	547.5110527
543	547.4609239
544	547.4226468
545	547.3514281
546	547.3348476
547	547.2864539
548	547.2357989
549	547.1777312
550	547.1370795
551	547.1267602
552	547.1199766
553	547.0932703
554	547.0227377
555	546.970824
556	546.93292
557	546.9143914
558	546.8422097
559	546.8030069
560	546.7713367
561	546.7320796
562	546.7030485
563	546.6568588
564	546.6150223
565	546.5823301
566	546.524469
567	546.4608153
568	546.4067092
569	546.3774926
570	546.3495353
571	546.2672452
572	546.247513
573	546.2397204
574	546.1798566
575	546.1692001
576	546.143653
577	546.0412445
578	545.9880667
579	545.9291068
580	545.8887023
581	545.8758021
582	545.82503
583	545.7871137
584	545.7570096
585	545.7064634
586	545.6674775
587	545.6210622
588	545.5703337
589	545.5646296
590	545.5202005
591	545.4772766
592	545.4010812
593	545.3656569
594	545.3130699
595	545.2764651
596	545.1991353
597	545.1588267
598	545.1376325
599	545.1207577
600	545.0670516
601	545.0088692
602	544.9917788
603	544.9520387
604	544.8980513
605	544.8832565
606	544.8523222
607	544.8388109
608	544.7598996
609	544.6850558
610	544.680982
611	544.6127232
612	544.5686112
613	544.49658
614	544.4362828
615	544.3999472
616	544.3220758
617	544.2360874
618	544.1353943
619	544.1219094
620	544.1184288
621	544.0725488
622	544.0131059
623	544.0046225
624	543.9906749
625	543.9327012
626	543.8851107
627	543.8280347
628	543.7954732
629	543.7757
630	543.7629771
631	543.7056283
632	543.6896981
633	543.6514706
634	543.6408493
635	543.6140344
636	543.5541912
637	543.5223764
638	543.510403
639	543.4687894
640	543.4299937
641	543.4025301
642	543.3855393
643	543.3326753
644	543.2735317
645	543.2672583
646	543.1752125
647	543.1084667
648	543.0627807
649	543.0326153
650	543.0056719
651	542.946181
652	542.919599
653	542.8949384
654	542.8596755
655	542.8180858
656	542.7826524
657	542.7610415
658	542.7482971
659	542.7244767
660	542.6892856
661	542.6385157
662	542.6163944
663	542.5386934
664	542.5141044
665	542.4843234
666	542.481507
667	542.415481
668	542.3618705
669	542.343671
670	542.2841176
671	542.2438704
672	542.1541759
673	542.099109
674	542.0632115
675	542.0362313
676	542.0005213
677	541.9473017
678	541.9181949
679	541.8670422
680	541.8268182
681	541.7612412
682	541.6869909
683	541.6088117
684	541.5397507
685	541.471656
686	541.4419425
687	541.3593219
688	541.2822894
689	541.2547147
690	541.2154909
691	541.1888585
692	541.1635663
693	541.1016219
694	541.0993059
695	541.0971988
696	541.0939763
697	541.0312098
698	540.9904321
699	540.9517256
700	540.9138851
701	540.9119321
702	540.8762099
703	540.8339842
704	540.8193381
705	540.7982603
706	540.7641279
707	540.7260604
708	540.7007321
709	540.6959358
710	540.6176495
711	540.578272
712	540.5713236
713	540.5454182
714	540.5016794
715	540.4958536
716	540.4398396
717	540.3369834
718	540.2904414
719	540.2452541
720	540.2398375
721	540.2006708
722	540.1682902
723	540.1336018
724	540.1096224
725	540.0947687
726	540.0588061
727	539.9992965
728	539.9457911
729	539.9000471
730	539.8594848
731	539.8290949
732	539.798101
733	539.7043358
734	539.6680088
735	539.5974636
736	539.5827642
737	539.5437994
738	539.4945572
739	539.4376063
740	539.3838934
741	539.3635989
742	539.3144941
743	539.2644996
744	539.1771069
745	539.1703389
746	539.1326552
747	539.0953965
748	539.0393455
749	538.9864883
750	538.9452873
751	538.9207751
752	538.884109
753	538.8244522
754	538.8084029
755	538.786184
756	538.7765827
757	538.743448
758	538.6916699
759	538.6499212
760	538.6399111
761	538.6349982
762	538.6194062
763	538.6102469
764	538.5931538
765	538.5455865
766	538.5197644
767	538.4642379
768	538.4316152
769	538.398501
770	538.3311845
771	538.2881817
772	538.2337458
773	538.1951809
774	538.1610117
775	538.1132352
776	538.0553011
777	537.9761102
778	537.9310862
779	537.9138999
780	537.889541
781	537.8738433
782	537.8216905
783	537.7612953
784	537.7284634
785	537.7005366
786	537.6781301
787	537.674002
788	537.6186594
789	537.5844563
790	537.5637944
791	537.4895785
792	537.4274251
793	537.3985166
794	537.3647429
795	537.3272735
796	537.2461783
797	537.1645741
798	537.1412116
799	537.1031557
800	537.0409977
801	537.0084271
802	537.0010023
803	536.9764087
804	536.9568741
805	536.9430945
806	536.9013592
807	536.8257217
808	536.7978314
809	536.7243532
810	536.6920302
811	536.645751
812	536.6147372
813	536.5651365
814	536.5387559
815	536.5082623
816	536.4833577
817	536.4699078
818	536.4559159
819	536.4360923
820	536.4159845
821	536.4038943
822	536.3627342
823	536.3438359
824	536.3089512
825	536.2246544
826	536.1994406
827	536.141939
828	536.1324278
829	536.0903807
830	536.0521171
831	536.0255608
832	535.997564
833	535.9396031
834	535.8999897
835	535.8937138
836	535.8512401
837	535.8292807
838	535.7521831
839	535.692886
840	535.6313603
841	535.5724768
842	535.539665
843	535.5112739
844	535.4925203
845	535.4870374
846	535.4708693
847	535.4627668
848	535.4290379
849	535.3471373
850	535.3469147
851	535.2737507
852	535.2517428
853	535.2214832
854	535.1626636
855	535.1046399
856	535.0652908
857	535.0190842
858	535.0046696
859	534.97436
860	534.957503
861	534.910798
862	534.8575768
863	534.8453
864	534.8053517
865	534.7845397
866	534.7403212
867	534.7236081
868	534.6954624
869	534.6204342
870	534.5896861
871	534.5757401
872	534.5428803
873	534.5356055
874	534.4888519
875	534.4611637
876	534.4118677
877	534.3940219
878	534.3937462
879	534.3349853
880	534.3107923
881	534.2796351
882	534.2793737
883	534.2590385
884	534.2383972
885	534.2195552
886	534.1827554
887	534.1825663
888	534.1528292
889	534.1258428
890	534.0983225
891	534.0683604
892	534.0271357
893	533.9982042
894	533.9708099
895	533.922623
896	533.8516875
897	533.84006
898	533.8342888
899	533.7808336
900	533.7430045
901	533.7076445
902	533.6558212
903	533.6205143
904	533.5659718
905	533.5502012
906	533.5281729
907	533.4784164
908	533.4571419
909	533.4134345
910	533.3777125
911	533.3110212
912	533.2877502
913	533.2674305
914	533.2242048
915	533.2073321
916	533.1848519
917	533.1515172
918	533.1164977
919	533.0863366
920	533.0409067
921	532.9919
922	532.9615195
923	532.9572547
924	532.9357312
925	532.9134309
926	532.8833761
927	532.8419683
928	532.8344275
929	532.7878394
930	532.7636093
931	532.7287941
932	532.7237121
933	532.652779
934	532.6390089
935	532.5913021
936	532.5532028
937	532.5530214
938	532.5475536
939	532.5472676
940	532.4836915
941	532.4835129
942	532.4698035
943	532.4248386
944	532.4246684
945	532.3899267
946	532.3698157
947	532.3634994
948	532.3633438
949	532.3383439
950	532.3321271
951	532.29238
952	532.2526891
953	532.2346066
954	532.2034098
955	532.1546588
956	532.1545138
957	532.1261997
958	532.0847027
959	532.0418896
960	531.9990236
961	531.938591
962	531.8837775
963	531.8787568
964	531.8572548
965	531.8347751
966	531.7612687
967	531.7381383
968	531.7137461
969	531.6798576
970	531.6229522
971	531.5540574
972	531.5231348
973	531.4890331
974	531.4344618
975	531.3889645
976	531.3516794
977	531.3219745
978	531.310508
979	531.2414647
980	531.1798234
981	531.1657517
982	531.1266883
983	531.1229178
984	531.0933826
985	531.0490516
986	531.0488194
987	531.0052959
988	530.9698666
989	530.9667178
990	530.9434694
991	530.9046653
992	530.8572795
993	530.8284127
994	530.8093459
995	530.7960531
996	530.7636506
997	530.7285626
998	530.7043485
999	530.6367037
